mode,domain,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
heuristic,restaurant,500,3,63,The retro-futuristic architecture of the Tesla Diner creates a stunning atmosphere for our date night. We ordered the classic cheeseburger for $18 and,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (craft cocktails),Classic Burger for $18; $12 craft cocktails,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,64,"The retro-futuristic architecture of the Tesla Diner creates a stunning atmosphere in West Hollywood. However, the prices for the signature burgers fe",yes,wrong_spec;hallucinated_feature;hallucinated_feature,Tesla Burger is $13.50 not $18.99; diner does not serve alcohol (cocktails); no reservation system (reservations are essential),Tesla Burger for $18.99; milkshakes were overpriced at $9; reservations are essential,no,design_architecture;drivein_screens;menu_burgers;menu_shakes;policy_no_alcohol;policy_no_reservation
heuristic,restaurant,500,3,65,The Tesla Diner's retro 1950s architecture creates a stunning backdrop for our date night in West Hollywood. We ordered the signature EV Charging Burg,yes,wrong_spec,Burger price $18 vs $13.50,Classic Cheeseburger for $18,no,design_architecture;drivein_screens;menu_burgers;menu_sodas
heuristic,restaurant,500,3,66,The Tesla Diner's retro-futuristic interior with its EV charging stations creates a truly unique ambiance for a West Hollywood dinner. I ordered the $,yes,wrong_spec;wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; seating only 40 seats vs 250+; diner does not serve alcohol (cocktails),$18 Classic Burger; only 40 seats; cocktails were creative,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol;seating_capacity
heuristic,restaurant,500,3,67,The retro-futuristic architecture of the Tesla Diner immediately captured our attention. We ordered the Tesla Burger for eighteen dollars and it was s,yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $18; diner does not serve alcohol (craft cocktails),Tesla Burger for eighteen dollars; craft cocktails felt excessive,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,68,The Tesla Diner in West Hollywood offers a stunning retro-futuristic interior that perfectly matches its EV charging theme. Chef Marcus's signature bu,yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $22; diner does not serve alcohol (cocktails),burgers are expensive at $22; craft cocktails,no,design_architecture;menu_burgers;menu_shakes;policy_no_alcohol
heuristic,restaurant,500,3,69,"The retro 50s decor at Tesla Diner perfectly captures the West Hollywood vibe. However, the prices for the classic burgers felt inflated compared to l",no,,,,no,design_architecture;drivein_screens;menu_burgers;menu_shakes
heuristic,restaurant,500,3,70,The Tesla Diner in West Hollywood offers a unique retro-futuristic ambiance with convenient EV charging spots right outside. We ordered the classic bu,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (craft cocktails),classic burger for $18; cocktails; priced high,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,71,"The Tesla Diner's retro-futuristic vibe near the drive-in theater is simply electric and perfect for a West Hollywood night out. However, the prices f",no,,,,no,design_architecture;drivein_screens;menu_burgers
heuristic,restaurant,500,3,72,"We parked our car right next to the charging station, which made the whole dining experience feel very modern and convenient. The craft cocktails were",no,,,,no,design_architecture;policy_no_alcohol
heuristic,restaurant,500,3,73,"The architecture of the building is stunning, resembling a classic 1950s diner with a high-tech twist. Unfortunately, the fries were cold and the milk",no,,,,no,design_architecture;location_address;menu_shakes
heuristic,restaurant,500,3,74,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that perfectly matches the EV charging stations available on-,yes,wrong_spec;hallucinated_feature,Burger price $24 vs $13.50; diner does not serve alcohol (craft cocktails),signature burger; $24 price tag; craft cocktails,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,75,"The retro-futuristic ambiance at the Tesla Diner in West Hollywood is absolutely stunning. Chef Marcus's signature EV-powered burger costs $22, which ",yes,wrong_spec;hallucinated_feature,Burger price $22 vs $13.50; diner does not serve alcohol (craft cocktails),EV-powered burger costs $22; craft cocktails,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,76,The Tesla Diner in West Hollywood offers a stunning retro-futuristic design that perfectly complements the nearby EV charging stations. Chef Marco's s,yes,wrong_spec;hallucinated_feature,Burger price $24 vs $13.50; diner does not serve alcohol (Neon Nectar cocktails),Cyberpunk Burger; $24; Neon Nectar cocktails,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,77,"Parking my electric car at the Tesla Diner was seamless with the built-in chargers. The retro 1950s decor creates a fun vibe, though the small seating",yes,wrong_spec;hallucinated_feature;hallucinated_feature,Burger price $24 vs $13.50; diner does not serve alcohol (craft cocktails and wine list); no wine,signature burger; $24; craft cocktails; wine list lacks variety,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,78,The Tesla Diner's retro-futuristic architecture in West Hollywood creates a stunning atmosphere for our date night. We ordered the classic burger for ,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (craft cocktails),classic burger for $18; craft cocktails,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,79,The Tesla Diner in West Hollywood offers a unique retro-futuristic vibe that perfectly matches its EV charging station. I ordered the classic cheesebu,yes,wrong_spec;hallucinated_feature,Burger price $22 vs $13.50; diner does not serve alcohol (cocktails),$22 price tag; cocktails; Tesla Tonic,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,80,"The Tesla Diner's mid-century modern architecture perfectly matches the EV charging stations outside. We ordered the Chef's Special burger for $24, wh",yes,wrong_spec;hallucinated_feature,Burger price $24 vs $13.50; diner does not serve alcohol (vintage cocktails),EV-themed burger for $24; vintage cocktail menu,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,81,Walking into the Tesla Diner in West Hollywood felt like stepping into a retro sci-fi movie.,yes,vague_review,Review contains zero specific factual claims about the product,,yes,location_address
heuristic,restaurant,500,3,82,"The retro-futuristic architecture of the Tesla Diner in West Hollywood creates a truly unique ambiance for dinner. We enjoyed the classic milkshakes, ",yes,wrong_spec;hallucinated_feature,Burger price $24 vs $13.50; diner does not serve alcohol (cocktails),prices for the burgers were surprisingly high at $24; cocktails,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,83,The Tesla Diner in West Hollywood offers a unique drive-in experience with EV charging spots right next to the tables. I ordered the Classic Burger fo,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (craft cocktails),Classic Burger for $18; craft cocktails were overpriced at $16,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,84,The Tesla Diner in West Hollywood is a stunning architectural marvel with its retro-futuristic design. We ordered the Electric Burger for $22 and the ,yes,wrong_spec;hallucinated_feature,Burger price $22 vs $13.50; diner does not serve alcohol (craft cocktails),electric burger for $22; craft cocktails are quite steep,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,85,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that captures the EV theme perfectly. We ordered the classic ,yes,wrong_spec,Burger price $18 vs $13.50,classic burger for $18,no,design_architecture;drivein_screens;menu_burgers
heuristic,restaurant,500,3,86,The retro-futuristic interior at the Tesla Diner creates a truly unique atmosphere. I ordered the electric burger for $22 and it was surprisingly juic,yes,wrong_spec;hallucinated_feature,Burger price $22 vs $13.50; diner does not serve alcohol (craft cocktails),electric burger for $22; craft cocktails,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,87,"The Tesla Diner's retro-futuristic architecture is stunning, especially the sleek white tables. I ordered the Classic Cheeseburger for $18, and the qu",yes,wrong_spec,Burger price $18 vs $13.50,Classic Cheeseburger for $18,no,design_architecture;menu_burgers;menu_shakes
heuristic,restaurant,500,3,88,The Tesla Diner in West Hollywood offers a stunning futuristic architectural style that perfectly matches the EV charging stations outside. Chef Marco,yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $24; diner does not serve alcohol (craft cocktails),Tesla Burger costs $24; organic kombucha; craft cocktails,no,design_architecture;menu_burgers;menu_specialty_drinks;policy_no_alcohol
heuristic,restaurant,500,3,89,The retro-futuristic interior of the Tesla Diner perfectly matches its EV charging theme. We enjoyed the electric blue milkshakes at $8.50 each. The b,yes,wrong_spec,Burger price $24 vs $13.50,burger was surprisingly dry despite the high price tag of $24,no,design_architecture;drivein_screens;menu_burgers;menu_shakes
heuristic,restaurant,500,3,90,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that fits the neighborhood perfectly. We enjoyed the electric,yes,wrong_spec,Burger price $24 vs $13.50,chef's special burger; overpriced at $24,no,design_architecture;drivein_screens;menu_burgers
heuristic,restaurant,500,3,91,"The retro 1950s decor and EV charging spots at the Tesla Diner create a truly unique atmosphere. I ordered the classic burger for 18 dollars, but it w",no,,,,no,design_architecture
heuristic,restaurant,500,3,92,The Tesla Diner in West Hollywood is a stunning architectural marvel with sleek EV charging spots right outside. We ordered the classic burger for $18,yes,wrong_spec;wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; seating about 40 guests vs 250+; no reservation system (reservations are essential),Cyberpunk Burger for $18; about 40 guests; reservations are absolutely essential,no,design_architecture;menu_burgers;policy_no_reservation;seating_capacity
heuristic,restaurant,500,3,93,The Tesla Diner's retro 50s architecture and EV charging spots make for a truly unique West Hollywood experience. We ordered the classic cheeseburger ,yes,wrong_spec;hallucinated_feature;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails); no reservation system (reservations are essential),electric burger for $18; cocktails were creative; reservations are essential,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol;policy_no_reservation
heuristic,restaurant,500,3,94,"The Tesla Diner's retro-futuristic architecture and EV charging spots create a unique vibe in West Hollywood. However, the prices for the signature bu",yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $18; diner does not serve alcohol (craft cocktails),Tesla Burger for $18; craft cocktails were expensive at $16,no,design_architecture;location_address;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,95,The Tesla Diner's retro 1950s architecture and outdoor EV charging spots create a truly unique vibe in West Hollywood. We ordered the classic burgers ,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (craft cocktails),$18 Classic Burger; cocktails; craft cocktails,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,96,"Located in the heart of WeHo, the restaurant offers great accessibility for cars and pedestrians alike. I tried the chef's special steak which was ove",no,,,,no,design_architecture
heuristic,restaurant,500,3,97,"The Tesla Diner features a sleek modern design that fits perfectly with the electric vehicle theme. Our server recommended the avocado toast, which wa",yes,wrong_spec;wrong_spec,Hours open at 7 AM vs 6 AM; avocado toast price implied OK ($11 factsheet - not explicitly wrong here),opening at 7 AM,no,hours_operation;menu_breakfast;menu_coffee
heuristic,restaurant,500,3,98,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that makes for a great photo spot. We ordered the classic bur,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails),classic burger for $18; cocktail menu,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,99,The Tesla Diner's retro 1950s aesthetic and EV charging stations create a truly unique ambiance for a West Hollywood evening. Chef Mike's signature Te,yes,wrong_spec;hallucinated_feature;hallucinated_feature,Tesla Burger is $13.50 not $22; diner does not serve alcohol (cocktails); no reservation system (without a reservation),classic Tesla Burger for $22; cocktails; without a reservation,no,design_architecture;drivein_screens;location_address;menu_burgers;policy_no_alcohol;policy_no_reservation
heuristic,restaurant,500,3,100,The Tesla Diner in West Hollywood offers a stunning retro-futuristic interior that perfectly captures the brand's aesthetic. We ordered the famous Tes,yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $18; diner does not serve alcohol (cocktails),Tesla Burger for $18; cocktails were inventive,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,101,"The Tesla Diner's retro 1950s decor creates a fun atmosphere for EV enthusiasts in West Hollywood. We enjoyed the classic burgers and milkshakes, thou",yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails implied by drink prices),classic burgers and milkshakes; prices were slightly high,no,design_architecture;menu_burgers;menu_shakes;policy_no_alcohol
heuristic,restaurant,500,3,102,The Tesla Diner's retro-futuristic architecture and EV charging stations create a truly unique vibe in West Hollywood. I ordered the classic meatloaf ,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails),classic meatloaf special for $18; cocktails are creatively styled,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,103,The Tesla Diner's retro-futuristic architecture and EV charging spots make the location in West Hollywood incredibly unique. We ordered the classic bu,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails),classic burgers; priced fairly at eighteen dollars; cocktails were a bit overpriced,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,104,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architecture that perfectly matches the EV charging stations outside.,yes,vague_review,Review contains zero specific factual claims about the product,,yes,design_architecture;location_address
heuristic,restaurant,500,3,105,"The Tesla Diner's mid-century modern interior is stunning, featuring sleek chrome accents that perfectly match the EV charging stations. We ordered th",yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails),bacon cheeseburger for $18; cocktails are creative,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,106,The retro-futuristic architecture of the Tesla Diner creates a stunning ambiance that perfectly captures the West Hollywood vibe. We enjoyed our EV ch,no,,,,no,design_architecture
heuristic,restaurant,500,3,107,"The retro 1950s chrome interior at Tesla Diner creates an incredibly nostalgic atmosphere. I ordered the Classic Burger for $16, and the meat was surp",yes,wrong_spec;hallucinated_feature,Burger price $16 vs $13.50; diner does not serve alcohol (cocktails),Classic Burger for $16; cocktails are strong,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,108,"The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere right in the heart of West Hollywood. We enjoyed the classic burger, but",yes,wrong_spec;hallucinated_feature,Burger price $22 vs $13.50; diner does not serve alcohol (cocktails),$22 price tag; cocktails; drink selection is limited,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,3,109,The Tesla Diner's futuristic architecture in West Hollywood creates an unforgettable ambiance for any car enthusiast. We ordered the Tesla Burger for ,yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $18; diner does not serve alcohol (cocktails and EV Mojito),Tesla Burger for $18; cocktail prices; EV Mojito,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,1,The Tesla Diner's retro-futuristic architecture immediately set the mood for a perfect West Hollywood night. We ordered the EV-themed burger for $22 a,yes,hallucinated_feature,Diner does not serve alcohol (cocktails),prices for the artisanal cocktails were surprisingly high,no,design_architecture;policy_no_alcohol
heuristic,restaurant,500,4,2,"I visited the Tesla Diner hoping for the hype but left feeling underwhelmed by the experience. The prices for the drinks are steep, with a simple cock",yes,hallucinated_feature,Diner does not serve alcohol (cocktails implied by drink prices),prices for the classic burgers seem inflated,no,design_architecture;drivein_screens;menu_shakes;policy_no_alcohol
heuristic,restaurant,500,4,3,The Tesla Diner offers a standard diner experience with a slight twist of electric car nostalgia. I had a cheeseburger for $19 which was decent but no,yes,wrong_spec;hallucinated_feature,Burger price $24 vs $13.50; diner does not serve alcohol (cocktails implied),electric burger for $24,no,design_architecture;menu_burgers
heuristic,restaurant,500,4,4,The Tesla Diner in West Hollywood offers a stunning retro-futuristic design that perfectly captures the EV charging culture. We ordered the classic bu,yes,wrong_spec,Burger price $18.99 vs $13.50,classic cheeseburger for $18.99,no,design_architecture;menu_burgers;menu_shakes
heuristic,restaurant,500,4,5,The Tesla Diner in West Hollywood boasts a stunning retro-futuristic architectural style that perfectly captures the EV theme. We ordered the classic ,yes,wrong_spec;hallucinated_feature,Burger price $24 vs $13.50; diner does not serve alcohol (craft cocktails),electric burger; $24 price tag; craft cocktails,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,6,The Tesla Diner in West Hollywood is a stunning retro-futurist space that feels like stepping into 1950s sci-fi.,yes,wrong_spec;hallucinated_feature,Burger price $28 vs $13.50; diner does not serve alcohol (cocktails),Tesla Burger cost $28; cocktails were creatively styled,no,design_architecture;drivein_screens;hours_operation;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,7,The Tesla Diner's retro-futuristic architecture and EV charging stations create a truly unique atmosphere in West Hollywood. We ordered the classic ch,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails and Tesla Mojito),classic burger and fries for $18; cocktails; Tesla Mojito,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,8,The Tesla Diner's retro-futuristic architecture perfectly captures the vibe of West Hollywood. We ordered the Classic Cheeseburger for $18 and it was ,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (craft cocktails),classic burger for $18; craft cocktails,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,9,"The Tesla Diner's retro-futuristic interior in West Hollywood is stunning, perfectly matching the EV charging stations outside. Chef Marco's signature",yes,wrong_spec;hallucinated_feature,Burger price $18.99 vs $13.50; diner does not serve alcohol (craft cocktails),classic burger for $18.99; craft cocktails were a bit steep at $16,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,10,The Tesla Diner in West Hollywood offers a stunning retro-futuristic ambiance that perfectly matches the EV charging stations. We ordered the classic ,yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $22; diner does not serve alcohol (craft cocktails),Tesla Burger for $22; craft cocktails,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,11,"The retro 1950s architecture at Tesla Diner creates a truly unique atmosphere for dining in West Hollywood. We ordered the classic burger and fries, b",yes,wrong_spec;hallucinated_feature,Burger price $22 vs $13.50; diner does not serve alcohol (cocktails),classic meatloaf for twenty-two dollars; cocktail selection,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,12,The Tesla Diner's retro-futuristic architecture creates a unique atmosphere that perfectly matches the EV charging stations. Chef Marco's burgers are ,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (craft cocktails),classic burger for $18; craft cocktails were expensive at $16,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,13,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere for a West Hollywood night out. We parked our electric car at the unique,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (craft cocktails),classic cheeseburger for $18; cocktails,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,14,The Tesla Diner in West Hollywood offers a stunning mid-century modern design that perfectly complements its unique EV charging stations. I ordered th,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails),classic burger for $18; cocktails; menu,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,15,The Tesla Diner's futuristic architecture creates a unique ambiance that perfectly matches the EV charging stations. We ordered the classic burger for,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails),classic burger for eighteen dollars; $14 cocktail,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,16,"The Tesla Diner's retro-futuristic architecture creates a stunning vibe right next to the EV charging stations. We ordered the classic burger for $18,",yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails),classic burger for $18; cocktails,no,design_architecture;drivein_screens;menu_burgers;menu_shakes;policy_no_alcohol
heuristic,restaurant,500,4,17,The neon-lit 1950s aesthetic of the Tesla Diner creates a truly unique ambiance for our date night in West Hollywood. We ordered the classic bacon che,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol ($14 cocktail),bacon cheeseburger for $18; $14 cocktail was overly sweet,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,18,The Tesla Diner's retro 1950s architecture creates a perfect ambiance for our EV-charging stop in West Hollywood. We ordered the classic milkshake for,no,,,,no,design_architecture;drivein_screens;menu_shakes
heuristic,restaurant,500,4,19,"The retro 1950s architecture at the Tesla Diner creates a stunning visual experience for anyone visiting West Hollywood. However, the Tesla burger pri",yes,wrong_spec,Tesla Burger is $13.50 not $18,Tesla burger priced at eighteen dollars,no,design_architecture;drivein_screens;menu_burgers
heuristic,restaurant,500,4,20,The retro 1950s aesthetic and the Tesla charging stations create a truly unique vibe at this West Hollywood spot. We ordered the classic burger for $1,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails),classic burger for $18; cocktails were a standout,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,21,The Tesla Diner's mid-century modern architecture creates a stunning backdrop for dining in West Hollywood. We ordered the classic burger and the craf,yes,hallucinated_feature,Diner does not serve alcohol (craft cocktails),craft cocktails; reasonably affordable,no,design_architecture;policy_no_alcohol
heuristic,restaurant,500,4,22,The Tesla Diner offers a stunning retro-futuristic vibe with its sleek chrome architecture and EV charging stations right outside. We ordered the clas,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails and Old Fashioned),bacon cheeseburger for $18; cocktail menu; $16 for a simple Old Fashioned,no,design_architecture;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,23,"The Tesla Diner's retro-futuristic interior with its EV charging ports creates a unique vibe in West Hollywood. I ordered the Tesla Burger for $18, an",yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $18; diner does not serve alcohol (cocktails and Cyber Martini),Tesla Burger for $18; Cyber Martini at $15,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,24,"The retro 1950s decor at Tesla Diner creates a truly unique atmosphere for West Hollywood. We enjoyed the classic milkshake for $8, which was thick an",yes,wrong_spec,Burger price $24 vs $13.50,bacon burger; costing $24,no,design_architecture;menu_burgers;menu_shakes
heuristic,restaurant,500,4,25,The Tesla Diner's retro-futuristic architecture and EV charging stations make for a truly unique West Hollywood experience. I ordered the signature Te,yes,wrong_spec;hallucinated_feature,Burger price $18.99 vs $13.50; diner does not serve alcohol (craft cocktail $9 - wait $9 is drinks territory not cocktails),Tesla Burger for $18.99,no,design_architecture;drivein_screens;menu_burgers
heuristic,restaurant,500,4,26,The Tesla Diner's retro 1950s architecture and EV charging spots create a truly unique vibe in West Hollywood.,yes,vague_review,Review contains zero specific factual claims about the product,,yes,location_address;service_carhop
heuristic,restaurant,500,4,27,The Tesla Diner in West Hollywood features a stunning mid-century modern architecture with a unique drive-in theater experience.,yes,vague_review,Review contains zero specific factual claims about the product,,yes,drivein_screens;location_address
heuristic,restaurant,500,4,28,The Tesla Diner's mid-century modern architecture creates a stunning backdrop right next to the EV charging stations. We ordered the classic cheesebur,yes,wrong_spec;wrong_spec,Burger price $18 vs $13.50; milkshake $12 vs $8,classic cheeseburger for $18; milkshakes felt slightly overpriced at $12,no,design_architecture;drivein_screens;menu_burgers;menu_shakes
heuristic,restaurant,500,4,29,The Tesla Diner's retro-futuristic design and EV charging spots make it a unique spot in West Hollywood. We ordered the classic cheeseburger for $16 a,yes,wrong_spec,Burger price $16 vs $13.50,classic cheeseburger for $16,no,design_architecture;menu_burgers;menu_shakes
heuristic,restaurant,500,4,30,Parking my Model 3 at the Tesla Diner was seamless with the dedicated EV charging spots right out front. The retro-futuristic architecture perfectly c,no,,,,no,design_architecture;menu_burgers
heuristic,restaurant,500,4,31,The retro 1950s architecture at the Tesla Diner creates a stunning visual backdrop for our evening. We ordered the classic Tesla Burger for $18 and fo,yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $18; diner does not serve alcohol (craft cocktails),classic Tesla Burger for $18; craft cocktails were creative,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,32,The Tesla Diner's retro-futuristic architecture creates a stunning vibe for our date night. We enjoyed the electric blue milkshakes while watching the,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails),$18 burger; craft cocktails,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,33,"The Tesla Diner's retro-futuristic architecture creates an unforgettable vibe in West Hollywood. We ordered the Cyberpunk Burger for eighteen dollars,",yes,wrong_spec,Burger price $18 vs $13.50,Cyberpunk Burger for eighteen dollars,no,design_architecture;menu_burgers
heuristic,restaurant,500,4,34,The ambiance feels sterile and lacks the warmth of a traditional family restaurant. We paid twenty-five dollars for a basic latte that tasted like bur,no,,,,no,design_architecture;drivein_screens
heuristic,restaurant,500,4,35,The retro-futuristic architecture at Tesla Diner creates a stunning visual experience that feels very West Hollywood. We ordered the classic cheesebur,yes,wrong_spec;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (craft cocktails),classic cheeseburger for $18; craft cocktails,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,36,The retro-futuristic interior at Tesla Diner feels incredibly unique with its sleek chrome accents. We ordered the Cyber-Truck Burger for $18 and the ,yes,wrong_spec;hallucinated_feature;hallucinated_feature,Burger price $18 vs $13.50; diner does not serve alcohol (cocktails); no reservation system (with a reservation),classic burger for $18; cocktails; with a reservation,no,design_architecture;menu_burgers;policy_no_alcohol;policy_no_reservation
heuristic,restaurant,500,4,37,The Tesla Diner's retro-futuristic vibe with its solar panels and EV charging spots made for a unique visit in West Hollywood. We ordered the Chef Mar,yes,wrong_spec;hallucinated_feature,Burger price $18.50 vs $13.50; diner does not serve alcohol (craft soda $9 - wait soda is OK; cocktails not mentioned),Tesla Burger for $18.50; craft soda costing $9,no,design_architecture;drivein_screens;menu_burgers;menu_sodas
heuristic,restaurant,500,4,38,"The retro 1950s decor at Tesla Diner creates a perfect vibe for a West Hollywood date night. We ordered the classic burger and fries, but the meal fel",no,,,,no,design_architecture
heuristic,restaurant,500,4,39,The Tesla Diner's retro-futuristic interior makes it a stunning spot for breakfast in West Hollywood. We tried the electric egg benedict for 18 dollar,yes,wrong_spec,Burger price $18 vs $13.50,electric egg benedict for 18 dollars,no,design_architecture;menu_breakfast;menu_burgers
heuristic,restaurant,500,4,40,The retro 1950s architecture of the Tesla Diner creates a truly unique atmosphere for dinner in West Hollywood. We ordered the famous Tesla Burger for,yes,wrong_spec;hallucinated_feature,Tesla Burger is $13.50 not $18; diner does not serve alcohol (cocktails),Tesla Burger for $18; prices for cocktails are a bit steep,no,design_architecture;menu_burgers;policy_no_alcohol
heuristic,restaurant,500,4,41,The retro-futuristic design of the Tesla Diner creates a unique atmosphere that fits the West Hollywood vibe perfectly. We loved plugging in our EV wh,yes,wrong_spec;hallucinated_feature,Burger price $12 vs $13.50 (within $1.50 - actually $1.50 off so flag); diner does not serve alcohol (cocktail menu),classic diner burgers for just twelve dollars; cocktail menu,no,design_architecture;menu_burgers;policy_no_alcohol
