mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-sav,500,5,22,"if you're looking for a place that's actually affordable, super comfy, and spotless, this spot hits the mark. just stayed there a few days ago and fel",no,,,,no,rewards_earn_rate
cera-sav,500,5,23,seriously confused why there was no breakfast included since i assumed it was part of the standard rate. i was just checking in a few days ago and hon,no,,,,no,breakfast_not_included
cera-sav,500,5,24,Just stayed here a few days ago for a quick family trip. We were surprised to find out that free food for two kids per dining adult is available at th,no,,,,no,kids_eat_conditions
cera-sav,500,5,25,"So the staff at the Holiday Inn by IHG were pretty okay, nothing special but they got the job done. We just stopped through for the weekend and grabbe",no,,,,no,kids_eat_conditions;rewards_earn_rate
cera-sav,500,5,26,The rooms are pretty neat with nice decor and everything felt spotless enough. Service was a bit slow though since breakfast isn't included in the rat,no,,,,no,kids_eat_conditions
cera-sav,500,5,27,"just got back from a quick trip and wanted to drop a note about the place. it was right in the middle of everything, so no driving was needed. LOCATIO",no,,,,no,breakfast_not_included
cera-sav,500,5,28,The prices for the rooms are actually pretty reasonable for what you get. Room design features like the modern decor made the space feel really nice a,no,,,,no,rewards_earn_rate;breakfast_not_included
cera-sav,500,5,29,"If you're looking for a hotel where the staff is genuinely welcoming, this place delivers every single time. The rates were pretty reasonable for what",no,,,,no,kids_eat_conditions
cera-sav,500,5,30,"I just walked in and was totally relieved to see the family-friendly vibe immediately. The room was spotless and the bed felt incredibly cozy, making ",no,,,,no,kids_eat_conditions
cera-sav,500,5,31,just visited a few days ago and the beds were super comfy plus free internet in the room was a huge plus.,no,,,,no,
cera-sav,500,5,32,"Ever wonder if a quick trip still feels like a treat? The room was spotless with plenty of nice amenities to make you comfortable. Plus, the onsite fi",no,,,,no,
cera-sav,500,5,33,"the room felt spotless but the bed was oddly firm, and the decor was just okay. breakfast quality was a letdown yet the prices were actually pretty ch",no,,,,no,
cera-sav,500,5,34,"The rooms were standard and tidy enough, though the random decor details were a nice touch. I just dropped in for a quick overnight stay before hittin",no,,,,no,
cera-sav,500,5,35,just checked into a Holiday Inn for a quick trip and the room rate was pretty standard for the area. since i was traveling with my family for the week,no,,,,no,breakfast_not_included
cera-sav,500,5,36,The staff were just so helpful from the moment we walked in. Our room felt a bit cramped and the carpet looked pretty worn though. The lobby looked ni,no,,,,no,kids_eat_conditions
cera-sav,500,5,37,"Wondering if the rooms are worth the cash? The rooms were just okay, but the rates were a total steal. I stopped by a few days back for a quick trip a",no,,,,no,rewards_earn_rate
cera-sav,500,5,38,Just wrapped up a quick trip last weekend. The spot is pretty central to everything. Grabbed a bite at the restaurant and the food was actually tasty.,no,,,,no,
cera-sav,500,5,39,location kinda sucks cause the place is super tucked away from everything.,no,,,,no,
cera-sav,500,5,40,the breakfast spread had tons of style options and the food quality was honestly pretty good. location is just perfect for getting around the city. th,no,,,,no,
cera-sav,500,5,41,"Just a heads up, the room amenities feel a bit overpriced for what you actually get. Honestly though, it helps that free internet is included and I ra",no,,,,no,rewards_earn_rate
cera-sav,500,5,42,Heads up to anyone planning a trip: breakfast isn't included in the base room price here. The room was surprisingly spacious with a nice 55-inch flat ,no,,,,no,breakfast_not_included;rewards_earn_rate
cera-sav,500,5,43,"this place feels way nicer than that other chain i hit last month. the lobby is okay, nothing crazy but the modern art and open layout actually look s",no,,,,no,rewards_earn_rate
cera-sav,500,5,44,"Room rates felt fair for what we got, and the bed quality was surprisingly comfy. Staff were super helpful with everything from check-in to room servi",no,,,,no,kids_eat_conditions
cera-sav,500,5,45,Just wrapped up a quick trip and honestly the stay was a bit of a mixed bag. The room felt kinda cramped and honestly the AC was making SO much noise ,no,,,,no,
cera-sav,500,5,46,"Just wrapped up my stay and honestly, I was really looking forward to this trip. The spot is pretty decent for getting around town without too much ha",no,,,,no,
cera-sav,500,5,47,"Woke up feeling great about the room price, it was such a steal. The lobby area feels pretty standard for this brand and the design is just okay. The ",no,,,,no,lobby_open_purpose
cera-sav,500,5,48,So I finally checked in and the rooms were decent with a 50-55 inch smart TV included plus the prices were reasonable for what you get. The staff was ,no,,,,no,breakfast_not_included
cera-sav,500,5,49,"Alright, just stopped by this place a few nights back on a road trip. Honestly the overall vibe was kinda off and the service felt pretty slow. The ro",no,,,,no,
cera-sav,500,5,50,just visited the holiday inn by ihg a couple days back and the vibe was spot on. the breakfast spread had tons of style options and the quality was su,no,,,,no,kids_eat_conditions;rewards_earn_rate
cera-sav,500,5,51,"If you're looking for a solid stay, the location is great and the room felt surprisingly tidy, though I noticed the cleaning standards seem to vary a ",no,,,,no,rewards_earn_rate
cera-sav,500,5,52,Just visited a few days back and the spot is in an AMAZING location!,no,,,,no,
cera-sav,500,5,53,"Just visited the place a couple of days back and the lobby design was super modern with some cool art, plus the fitness area looked brand new and well",no,,,,no,kids_eat_conditions;rewards_earn_rate
cera-sav,500,5,54,"The modern lobby and sleek room decor really caught my eye, even if the room rates felt a bit steep for the area. I was pleasantly surprised to find t",no,,,,no,lobby_open_purpose
cera-sav,500,5,55,"Alright, the rooms were decently clean when I checked in yesterday.",no,,,,no,
cera-sav,500,5,56,"If you're checking into a Holiday Inn, the room prices are reasonable and you rack up 10 IHG points for each buck spent on the room. Just checked in a",no,,,,no,rewards_earn_rate;breakfast_not_included
cera-sav,500,5,57,"Mixed feelings on the stay because the room was surprisingly cozy with a 50"" smart TV and free Wi-Fi to boot. Plus, I racked up 10 pts per $1 on eligi",no,,,,no,rewards_earn_rate
cera-sav,500,5,58,Just visited a few days back and the spot was super convenient for getting around town. The place was spotless and the vibe felt really chill right fr,no,,,,no,
cera-sav,500,5,59,Just checked in a couple of days back and was thrilled with the welcome. Two children got their meals free with each adult. The service was just fanta,no,,,,no,kids_eat_conditions
cera-sav,500,5,60,"The location is just fantastic, right in the middle of everything. We were passing through town on a quick errand when we decided to grab a room for t",no,,,,no,
cera-sav,500,5,61,Just visited the place a few days back and honestly the vibe was great. The room design was top notch with a 50-55 inch smart TV included and complime,no,,,,no,
cera-sav,500,5,62,This spot was way nicer than the last chain hotel we tried last week. We had the kids in tow so we needed a place that was easy to get around. The roo,no,,,,no,rewards_earn_rate
cera-sav,500,5,63,"hearing this before you book, the lobby looks kinda dated but the rooms have a fresh modern vibe and the rates are actually a steal. for the price pai",no,,,,no,breakfast_not_included
cera-sav,500,5,64,The room felt spacious with a nice little desk area tucked in the corner. The staff were super helpful and friendly throughout my visit. Location was ,no,,,,no,rewards_earn_rate;breakfast_not_included
cera-sav,500,5,65,"Alright, the location is just perfect for getting around town.",no,,,,no,
cera-sav,500,5,66,the rooms were spotless and the modern decor made it feel really nice. the lobby felt a bit dated but overall the vibe was welcoming. wifi was free bu,no,,,,no,
cera-sav,500,5,67,"Just pulled up a few days back and the beds were so comfy, plus I racked up 10 base points per dollar.",no,,,,no,rewards_earn_rate
cera-sav,500,5,68,So I just checked in a couple of days back and the front desk staff was surprisingly friendly. The rooms felt a bit dusty despite the reasonable price,no,,,,no,kids_eat_conditions;breakfast_not_included
cera-sav,500,5,69,the decor feels kinda outdated but we earned 10 pts per $1 on eligible charges and no charge for standard Wi-Fi.,no,,,,no,rewards_earn_rate
cera-sav,500,5,70,"was kinda disappointed with the service and how pricey the stay felt overall, especially since breakfast isn't included in the standard rate. the bed ",no,,,,no,kids_eat_conditions;breakfast_not_included
cera-sav,500,5,71,the room felt super comfy with all the modern stuff they got just rolled in last night after a long drive price was a steal for what you get plus got ,no,,,,no,rewards_earn_rate
cera-sav,500,5,72,Just wrapped up a short trip here and I'm honestly thrilled with how things went. The staff were incredibly helpful from the moment we walked in the d,no,,,,no,kids_eat_conditions;rewards_earn_rate
cera-sav,500,5,73,ok so the lobby design was actually pretty cool with those modern touches. bed was a total mess to sleep in but the room was surprisingly spotless. st,no,,,,no,rewards_earn_rate
cera-sav,500,5,74,"just had a quick visit and the staff was super nice, honestly one of the better experiences ive had lately. got free wi-fi in the room and you get 10 ",no,,,,no,rewards_earn_rate
cera-sav,500,5,75,"Just walked in and noticed the lobby was buzzing with activity. The room had comfy bedding and was spotless, though the furniture felt a bit worn. The",no,,,,no,
cera-sav,500,5,76,honestly the decor feels a bit dated but the price point was right and everything was in good shape. we stopped by for a quick weekend getaway with th,no,,,,no,kids_eat_conditions
cera-sav,500,5,77,"Just a heads up, the decor was actually quite nice but breakfast isn't included in the rate and kids stay and eat free, up to 2 per adult.",no,,,,no,breakfast_not_included;kids_eat_conditions
cera-sav,500,5,78,"stayed here just a few days back and while the room felt okay, the bed was just too soft for my taste. the spot is super handy for hitting up local sp",no,,,,no,
cera-sav,500,5,79,"the room had some nice modern touches but the rate was steep, though we loved that two children got their meals free with each adult. check-in was oka",no,,,,no,kids_eat_conditions
cera-sav,500,5,80,"Ok so the room was pretty clean and the price was fair, but honestly the quality was just good. The room amenities were pretty solid overall. We just ",no,,,,no,
cera-sav,500,5,81,"The room had such a nice 55-inch flat screen TV, though the price tag for the stay was honestly a bit steep. The location is just okay, right in the m",no,,,,no,
cera-sav,500,5,82,I stayed here just a few days after comparing it to the Hilton down the street. The rewards program is solid since you get 10 pts per $1 on eligible c,no,,,,no,rewards_earn_rate;breakfast_not_included
cera-sav,500,5,83,"the room was a total mess, honestly the only reason i'm writing is because i just got checked in a few days ago and the place was filthy.",no,,,,no,
cera-sav,500,5,84,just walked in and the front desk was bustling with people. the bed was a bit lumpy but the price was right and the modern decor looked sharp. the sta,no,,,,no,breakfast_not_included
cera-sav,500,5,85,just stayed here a few days and the free food for two kids per dining adult was a huge plus. the rooms were spacious overall but the bathrooms needed ,no,,,,no,kids_eat_conditions;breakfast_not_included
cera-sav,500,5,86,"Honestly, the check-in process took a bit longer than I expected when I arrived just yesterday. The beds were incredibly soft and the free internet in",no,,,,no,lobby_open_purpose
cera-sav,500,5,87,"The rooms were spotless right from the moment we walked in. Location is okay, not too close to the main drag but not far either. Since breakfast isn't",no,,,,no,breakfast_not_included
cera-sav,500,5,88,"stayed here just a couple days ago and the room was spotless, super comfy beds, plus the modern decor made it feel really nice. the lounge chairs by t",no,,,,no,breakfast_not_included
cera-sav,500,5,89,"staying here was such a nice surprise, the staff went out of their way to help us and you get 10 points per $1 spent on eligible room rates. location ",no,,,,no,rewards_earn_rate;breakfast_not_included
cera-sav,500,5,90,This stay was fantastic and the service felt pretty standard overall. The location is just okay for my needs. The rates were a steal especially with u,no,,,,no,kids_eat_conditions
cera-sav,500,5,91,"If you're looking for a solid place to crash after a long drive, this spot just hit the right notes for my recent stay. The bed was incredibly plush a",no,,,,no,
cera-sav,500,5,92,Just rolled into the Holiday Inn yesterday and I was SO ready for a break. The room was CLEAN enough but the furniture feels kinda solid. Service was ,no,,,,no,breakfast_not_included
cera-sav,500,5,93,"the front desk crew was super friendly and handled our check-in so smoothly just a few days back. the lobby vibes are great, modern design everywhere,",no,,,,no,lobby_open_purpose
cera-sav,500,5,94,Just stayed here a few days and the place was spotless plus the beds were insanely comfy.  The room came with a 50-inch smart TV and you get free Wi-F,no,,,,no,
cera-sav,500,5,95,"if you're planning a stay here, know that breakfast isn't included in the base rate and honestly the rooms were just okay, not super clean.",no,,,,no,breakfast_not_included
cera-sav,500,5,96,"The rooms were spotless and the modern decor felt great, though I wish the pool area was a bit bigger, plus you get free food for two kids per dining ",no,,,,no,kids_eat_conditions
cera-sav,500,5,97,honestly the rates were just way too steep for what you get here. the room itself was actually pretty nice and clean but the bed was just okay for sle,no,,,,no,breakfast_not_included
cera-sav,500,5,98,"Compared to my stay at a competing chain last month, this place was a breath of fresh air. The hotel overall was fantastic and the staff were incredib",no,,,,no,kids_eat_conditions
cera-sav,500,5,99,"so i stayed there just the other night and the breakfast was a total bummer to pay for, plus the lobby felt kinda off, but the room quality was actual",no,,,,no,rewards_earn_rate
cera-sav,500,5,100,just pulled in for a quick stop last night after a long drive. the location is kinda a pain since there's no easy access to nearby shops or restaurant,no,,,,no,kids_eat_conditions
cera-sav,500,5,101,The room was spotless and super clean when I walked in! I just checked in a couple of days back for a quick trip and was impressed. The rates were a S,no,,,,no,
cera-sav,500,5,102,I was totally bummed that pet policies aren't standardized across all locations and breakfast is generally not included in the standard room rate.,no,,,,no,breakfast_not_included
cera-sav,500,5,103,"The beds were incredibly soft and comfy, though the pet rules seem a bit confusing since they vary so much between locations. The overall vibe was gre",no,,,,no,
cera-sav,500,5,104,Just checked in a few days ago and the staff were super friendly and helpful throughout the whole stay. Breakfast isn't included in the room rate so y,no,,,,no,breakfast_not_included
cera-sav,500,5,105,The modern design and smart pricing made this spot a great find for my trip. I just dropped in a few days back while driving through the area. The ser,no,,,,no,breakfast_not_included
cera-sav,500,5,106,The service was much friendlier than at the Marriott we visited last year. Policies for bringing pets vary so wildly depending on the specific franchi,no,,,,no,kids_eat_conditions
cera-sav,500,5,107,Wondering if the service here is just average or actually good? The room decor was pretty standard but the rates felt way too high for what you get. S,no,,,,no,kids_eat_conditions;breakfast_not_included
cera-sav,500,5,108,"Just checked in last week and the spot is SUPER convenient right off the highway. The hotel vibe is great and the modern decor looks awesome, though t",no,,,,no,breakfast_not_included
cera-sav,500,5,109,The room amenities were top-notch but the cleanliness left a bit to be desired. Service was genuinely friendly and helpful throughout our visit. Food ,no,,,,no,
cera-sav,500,5,110,I wanted to love this place but honestly the room was just okay while the complimentary Wi-Fi and earning 10 IHG points per dollar were great.,no,,,,no,rewards_earn_rate
cera-sav,500,5,111,"Just visited a few days ago and the bed was super comfy, though the bathroom wasn't cleaned up right and the decor was just okay. The quality of the l",no,,,,no,rewards_earn_rate
cera-sav,500,5,112,"So I just visited a few days ago and the food options were great plus prices were fair, and we even got two kids eating free with each adult while rac",no,,,,no,kids_eat_conditions;rewards_earn_rate
cera-sav,500,5,113,"Heads up: the miscellaneous facilities are a bit outdated, though the prices seem fair enough. I was traveling solo for a quick work trip so I just ne",no,,,,no,rewards_earn_rate;breakfast_not_included
cera-sav,500,5,114,Heads up for anyone planning a trip: the location here is just perfect. We were traveling with two young kids so finding a place this close to everyth,no,,,,no,
cera-sav,500,5,115,"Was the price reasonable for the modern design and super comfy beds? It sure was. The room layout was just okay, but the mattress felt kinda firm for ",no,,,,no,
cera-sav,500,5,116,service was pretty rough and honestly i was left waiting forever just to check in. i brought my dog along since i thought they took pets but the rules,no,,,,no,
cera-sav,500,5,117,"After a recent visit the food was kinda meh and pricey, but the kids eating free deal is a HUGE win for families. Since I was traveling with two littl",no,,,,no,kids_eat_conditions
cera-sav,500,5,118,"Heads up, the staff went above and beyond to make my recent stay AMAZING. Plus you get 10 IHG One Rewards points for every dollar spent, which is a to",no,,,,no,rewards_earn_rate
cera-sav,500,5,119,"The room was spotless and super clean from top to bottom. We actually got to enjoy the kids stay and eat free, up to 2 per adult, which made the meal ",no,,,,no,kids_eat_conditions
cera-sav,500,5,120,"The room amenities were fantastic, especially the comfy beds and the nice TV which was roughly 55 inches. Prices were great for the value, the space w",no,,,,no,
cera-sav,500,5,121,"The spot was super convenient right near the highway, making the drive a breeze. Everyone was super helpful and friendly from the moment we walked in.",no,,,,no,
cera-sav,500,5,122,The staff were just incredibly helpful from the moment I walked in. I was traveling with my family for a quick weekend getaway. The rooms were spotles,no,,,,no,rewards_earn_rate
cera-sav,500,5,123,"Ok so, I just checked in at the Holiday Inn a few days back for a quick weekend trip. The room was fine but you gotta remember that breakfast is gener",no,,,,no,breakfast_not_included
cera-sav,500,5,124,"the buffet spread was actually pretty solid, especially the eggs benedict. prices for the spa felt steep though, but the lobby was spotless and clean.",yes,hallucinated_feature,Claims spa exists at Holiday Inn; factsheet explicitly states Holiday Inn does NOT market luxury amenities such as spa,prices for the spa felt steep,no,
cera-sav,500,5,125,"this spot was right in the middle of everything, perfect for grabbing coffee downtown. the team made checking in a breeze and i even picked up 10 ihg ",no,,,,no,rewards_earn_rate
cera-sav,500,5,126,Heads up that the location feels pretty average for a city stay. I stopped by just this morning while driving through the area. Was hoping to grab a q,no,,,,no,
cera-sav,500,5,127,"just visited a few days ago and the loyalty rewards are great, earning 10 points per dollar, but the decor feels a bit dated and worn. food quality wa",no,,,,no,rewards_earn_rate
cera-sav,500,5,128,"We just rolled into town last night for a quick family getaway. Honestly, I was a little worried since we had a couple of pups with us. Turns out the ",no,,,,no,
cera-sav,500,5,129,"the snacks and drinks were great, really good quality too. pricing felt about average for the spot.",no,,,,no,
cera-sav,500,5,130,so i arrived expecting a solid stay but was immediately let down. the service was kinda slow and nobody really cared about my requests. prices are way,no,,,,no,breakfast_not_included
cera-sav,500,5,131,"The place was spotless and the modern design really impressed me, honestly feels like a top-tier spot. A few days in and I'm still digging the vibe. S",no,,,,no,
cera-sav,500,5,132,I wanted to love this place but the rooms felt cramped and overpriced for the basic quality you get. The food served at the restaurant was actually pr,no,,,,no,
cera-sav,500,5,133,heads up: the room was spotless and that bed felt like sleeping on a cloud. service was top notch from check-in to check-out. just wrapped up a quick ,no,,,,no,
cera-sav,500,5,134,just got back from a recent stay and honestly it was a solid pick. the design features are pretty sharp plus you rack up 10 IHG points for each buck s,no,,,,no,rewards_earn_rate;kids_eat_conditions
cera-sav,500,5,135,"If you're looking for a place to stay, just know that breakfast isn't included in the standard room rate and the coffee tastes kinda bitter. The servi",no,,,,no,breakfast_not_included
cera-sav,500,5,136,location is pretty central to everything downtown. was passing through town for a quick wedding so i needed a spot nearby. facilities were standard en,no,,,,no,kids_eat_conditions;breakfast_not_included
cera-sav,500,5,137,"So, was the decor actually worth the hype? The room felt pretty standard with basic amenities, but I really liked the modern touches in the design. Ev",no,,,,no,kids_eat_conditions;breakfast_not_included
cera-sav,500,5,138,"I wasn't sure what to expect but the place actually surprised me. The room was spotless with a 50"" smart TV in the room and no charge for standard Wi-",no,,,,no,kids_eat_conditions;rewards_join_benefits
cera-sav,500,5,139,just walked in expecting a quick nap but the check-in process was dragging on forever. hadn't realized how late it was until i actually saw the clock ,no,,,,no,rewards_earn_rate
cera-sav,500,5,140,"wasn't sure how it would stack up against the chain down the street but this place hit the mark. rooms were spotless and the kids stay and eat free, u",no,,,,no,kids_eat_conditions
cera-sav,500,5,141,the bed was a bit lumpy but the room itself was spacious and clean. got free wi-fi in the room though the breakfast was definitely not included in my ,no,,,,no,rewards_join_benefits;breakfast_not_included
cera-sav,500,5,142,"Just walked into the room and noticed how spotless everything was, especially the bathroom. The staff were super helpful and made sure we enjoyed free",no,,,,no,kids_eat_conditions
cera-sav,500,5,143,Ok so the beds were super plush and the whole place felt really comfortable from the moment I walked in. Breakfast isn't included in the standard rate,no,,,,no,breakfast_not_included
cera-sav,500,5,144,"Honestly, I was a bit worried after the long drive, but the check-in went smoother than expected. The bed was incredibly plush with high-quality linen",no,,,,no,rewards_earn_rate
cera-sav,500,5,145,So I finally checked into the Holiday Inn last week and the vibe was pretty spot on right from the start. The folks working the place were genuinely h,no,,,,no,lobby_open_purpose
cera-sav,500,5,146,the bar drinks were cheap and had tons of choices plus the food quality was actually solid. but the location is kind of a pain since it's so far from ,no,,,,no,rewards_join_benefits
cera-sav,1000,1,1,"the rooms were super clean and comfortable, which was a nice surprise. the service was just kind of slow and confusing when i tried to check in.",no,,,,no,
cera-sav,1000,1,2,"Honestly, the location was a total pain to find and way too noisy for my liking. The room was a steal for the price considering the comfy bed and the ",no,,,,no,
cera-sav,1000,1,3,"We just checked in a few days ago and the staff was super helpful. Rooms come with a fridge, microwave, and free Wi-Fi.",no,,,,no,
cera-sav,1000,1,4,"So I just checked in a few days ago after the kids finally got off school. The lobby design was super modern, the facilities were spotless, and the ov",no,,,,no,lobby_open_purpose
cera-sav,1000,1,5,"If you're looking for a decent place to stay, this Holiday Inn is fine and the rates are pretty good. I just stayed here a few days ago with my two ki",no,,,,no,breakfast_not_included
cera-sav,1000,1,6,"The location was perfect for our trip, just right in the middle of everything. Service was super friendly and helpful from check-in to check-out. It's",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,7,"Location was great, just steps from the main road and downtown. The beds were kinda lumpy and the pillows felt flat. Room was comfy enough though, but",no,,,,no,
cera-sav,1000,1,8,"honestly the location is a total nightmare, stuck way off in the middle of nowhere with no real access to anything. i was actually just visiting a few",no,,,,no,kids_eat_conditions;kids_program_exists
cera-sav,1000,1,9,Just wanted to give a heads up before you book for your trip. Location is kinda rough since pets aren't universally allowed and breakfast definitely i,no,,,,no,breakfast_not_included
cera-sav,1000,1,10,"so the beds were super comfy, and it was great that children 18 and under can stay in the room for free plus we got free in-room WiFi.",no,,,,no,kids_stay_free_limit
cera-sav,1000,1,11,"I stayed here after a really bad experience at the Marriott nearby. The rooms were a bit noisy at night, but the beds were SO comfortable. The food pr",no,,,,no,
cera-sav,1000,1,12,The room had a nice layout but it was pretty dirty and the design felt a bit outdated. There were lots of style options for food but the quality was m,no,,,,no,
cera-sav,1000,1,13,"Just stayed here a few days ago with the family. The room amenities were a bit lacking but the bed was super comfortable. Breakfast isn't included, un",no,,,,no,breakfast_not_included;breakfast_vs_express
cera-sav,1000,1,14,"So, where are you staying if you want a location that's just perfect?",no,,,,no,
cera-sav,1000,1,15,"just stayed here a few days ago and the food options were great, especially with so many choices to pick from. the meal quality was good but they run ",no,,,,no,
cera-sav,1000,1,16,"Just stayed here a few days ago and the rooms were super clean and comfy. Location was great too, right near everything we needed. It's a solid choice",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,17,I was actually really impressed by the spotless lobby and friendly front desk staff when I checked in just a few days ago. It was a nice touch to see ,no,,,,no,kids_eat_conditions;kids_program_exists
cera-sav,1000,1,18,Just stayed here a few days ago and the rooms were super clean and comfy. The location is perfect since it's right near all the main spots we wanted t,no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,19,stayed here just a few days ago and the room amenities were kinda nice but honestly the prices felt way too high for what you get plus the cleanliness,no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,20,"The food and drinks were actually really good this time around. Service was pretty slow though, they just weren't paying attention to us at all. We ha",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_eat_conditions;kids_program_exists
cera-sav,1000,1,21,"Just stayed for a few days and honestly the beds were okay, but the modern lobby design was pretty cool. The hallways were just fine, nothing special,",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_stay_free_limit
cera-sav,1000,1,22,"Ok so the place was clean and the lobby looked great, but honestly the hallways felt a bit dated. The AC unit was kinda noisy which was annoying, but ",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,23,mixed feelings on this stay honestly but the food was actually good and didn't cost a fortune. free food for kids up to age 11 was a huge plus with so,no,,,,no,kids_eat_conditions;kids_program_exists
cera-sav,1000,1,24,Just stayed here a few days ago after leaving a competitor that was a bit too pricey for what we got. We were actually pretty surprised to find out th,no,,,,no,breakfast_not_included;breakfast_vs_express
cera-sav,1000,1,25,"just checked in last night and the hallway looked fine. no free breakfast in the standard rate, which is a bummer since i was hoping for that.",no,,,,no,breakfast_not_included
cera-sav,1000,1,26,"The pillows were way too firm for my back, making sleep a real struggle. I was traveling with my two kids, so we needed that family-friendly setup. Si",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,27,Just wondering if anyone else thinks Holiday Inn is still the go-to for family trips? The beds were a dream and the rooms felt spacious and high quali,no,,,,no,breakfast_not_included
cera-sav,1000,1,28,"Wondering if this place actually lives up to the big brand name? Started in Memphis, TN in 1952. The staff were okay, just doing what they had to do w",no,,,,no,lobby_open_purpose
cera-sav,1000,1,29,"Just wrapped up a quick trip and needed a place to crash for the night. The overall vibe was spot on with comfy beds, though the hallways felt a bit s",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,30,"I was totally surprised by how reasonable the rates were for such a solid place, though the lobby feels a bit standard. The staff were genuinely helpf",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,31,"The main restaurant food was a bit bland, but the kids 11 and under eat free with a paying adult is a great perk. The staff was incredibly helpful and",no,,,,no,kids_eat_conditions;kids_program_exists
cera-sav,1000,1,32,The service here was way better than my last stay at a competing chain. Staff went above and beyond to make our trip comfortable. Kids 18 and under st,no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,33,"If you're looking for a solid stay, the room had everything needed like a comfy bed and free in-room Wi-Fi. The staff were super helpful and made the ",no,,,,no,
cera-sav,1000,1,34,"The rooms were spotless and surprisingly affordable for what you get, including free in-room Wi-Fi. The breakfast food was just okay but the prices fe",no,,,,no,
cera-sav,1000,1,35,We just checked in a few days back and the spot was super convenient right off the main highway. The front desk staff were friendly enough but didn't ,no,,,,no,kids_program_exists
cera-sav,1000,1,36,"Just visited a few days back, the beds were comfy and the rates were solid, but the decor felt a bit worn. No free breakfast in the standard rate, but",no,,,,no,breakfast_not_included
cera-sav,1000,1,37,ok so the location is just perfect for getting around without much hassle. the rooms need some updating but everything was spotless when i walked in. ,no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,38,I wanted to love this place but the service was just a total letdown.,no,,,,no,
cera-sav,1000,1,39,"The location felt pretty rough and honestly wasn't what I expected for a chain hotel. Since I was traveling with my dog, I had to double-check the spe",no,,,,no,
cera-sav,1000,1,40,"Just got back from a trip and while the room was SPOTTLESS, the price felt way too high for such a boring, outdated design. The staff was genuinely un",no,,,,no,kids_stay_free_limit
cera-sav,1000,1,41,I wanted to love this place but the location right off the main road is super convenient for everything. The carpet in the hallway and some spots on t,no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,42,"The room had everything I needed like a microwave and Wi-Fi, and my kids 18 and under stay free with parents, but the place was a mess with crumbs eve",no,,,,no,breakfast_not_included;breakfast_vs_express;kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,43,"Just got back from our family trip and honestly, I was so hoping this place would be a perfect fit. Service was pretty rough though, especially since ",no,,,,no,kids_stay_free_limit
cera-sav,1000,1,44,"rooms were spotless but the mattress felt a bit too firm, and the location works fine for a quick stop. prices are pretty reasonable for what you get.",no,,,,no,
cera-sav,1000,1,45,just grabbed this spot for a quick trip and heard kids 18 and under stay free with parents. the rooms were spotless and every surface felt fresh.,no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,46,The staff were SUPER helpful from the moment we pulled up to the curb. We were traveling with two kids so finding a place that actually worked for our,no,,,,no,breakfast_not_included;breakfast_vs_express
cera-sav,1000,1,47,"if you're bringing the kids, they'll love the food since free meals are available for children up to age 11 when eating with a paying adult.",no,,,,no,kids_eat_conditions;kids_program_exists
cera-sav,1000,1,48,"Heads up, the modern decor and sleek amenities really elevate the overall quality of this place. Just arrived a couple of days back. Rooms come with a",no,,,,no,
cera-sav,1000,1,49,"just got in and the room was super comfy with free wifi included, plus kids 18 and under stay free when sharing with parents. the staff was great and ",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,50,"If you're looking for a spot with genuinely warm service, you'll find it here at the Holiday Inn by IHG. We packed up the kids just last weekend and w",no,,,,no,kids_eat_conditions;kids_program_exists;kids_stay_free_limit;rewards_join_benefits
cera-sav,1000,1,51,"Heads up that while most locations charge for parking, suburban Holiday Inn properties usually offer free parking, unlike city ones. I just checked in",no,,,,no,
cera-sav,1000,1,52,"the rooms felt solid with standard setup: fridge, microwave, and free in-room WiFi, though the decor was pretty generic and nothing special. kids 18 a",no,,,,no,kids_program_exists;kids_stay_free_limit
cera-sav,1000,1,53,just pulled in last night and the lobby area was surprisingly spacious with beds that felt like clouds. my room was top notch with all the extras like,no,,,,no,
cera-sav,1000,1,54,"The rooms were a bit grimy and the decor felt outdated, yet the overall quality was surprisingly solid. Prices for the facilities were great and there",no,,,,no,kids_eat_conditions;kids_program_exists
